NCT#	phase	condition	sponsor	start_date	mesh_list	criterion	Ground_Truth
NCT00850642	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Clinically significant abnormalities in safety laboratory analysis at screening.	70
NCT00857857	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Clinically significant abnormalities in safety laboratory analysis at screening.	70
NCT00945932	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Clinically significant abnormalities in safety laboratory analysis at screening.	70
NCT01471665	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Clinically significant abnormalities in vital signs or safety laboratory analysis at screening.	70
NCT04150341	Phase 2	Asthma	Theravance Biopharma	10-Feb-15	Asthma	Clinically significant abnormalities of laboratory evaluations	70
NCT00686335	Phase 2	Asthma	"Horizon Pharma Ireland, Ltd., Dublin Ireland"	10-Feb-15	Asthma	Clinically significant abnormalities of the hematological or biochemical constants	70
NCT00557700	Phase 2	Asthma	"University Hospital, Ghent"	10-Feb-15	Asthma	Clinically significant laboratory deviations.	70
NCT00768079	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	Evidence of any clinically significant systemic disease on physical examination	70
NCT03207243	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Evidence of clinically significant abnormal ECG findings at Visit	70
NCT01765192	Phase 2	Asthma	AstraZeneca	10-Feb-15	Asthma	"Has, in the judgment of the investigator, clinically significant abnormal laboratory values (hematology or biochemistry) at screening suggesting an undiagnosed disease requiring further clinical evaluation"	70
NCT00679263	Phase 2	Asthma	MediciNova	10-Feb-15	Asthma	"Have any abnormal vital signs (B/P, respiratory rate, heart rate) considered to be clinically significant;"	70
NCT00679263	Phase 2	Asthma	MediciNova	10-Feb-15	Asthma	Have any laboratory value outside the laboratory reference range that is considered to be clinically significant;	70
NCT01252758	Phase 2	Asthma	Acerus Pharmaceuticals Corporation	10-Feb-15	Asthma	Laboratory value exceeding the limit of normal and determined to be clinically relevant by the Investigator	70
NCT04589663	Phase 2	Asthma	Novartis Pharmaceuticals	10-Feb-15	Asthma	Patients who have a clinically significant ECG abnormality or clinically significant abnormal lab values reported at Screening Visit	70
NCT01007721	Phase 2	"Rhinitis, Allergic, Seasonal;Asthma"	Boehringer Ingelheim	10-Feb-15	"Rhinitis;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal"	"Patients with a clinically relevant abnormal baseline haematology, blood chemistry, or urinalysis at screening, if the abnormality defines a significant disease as defined in exclusion criterion No"	70
NCT00317044	Phase 2	Asthma;GERD	AstraZeneca	10-Feb-15	Asthma	Patients with clinically relevant abnormalities.	70
NCT01545726	Phase 2	Asthma	Novartis Pharmaceuticals	10-Feb-15	Asthma;Eosinophilia	Patients with clinically significant laboratory abnormalities (not associated with the study indication) at screening	70
NCT01836471	Phase 2	Asthma	Novartis Pharmaceuticals	10-Feb-15	Asthma	Patients with clinically significant laboratory abnormalities at screening	70
NCT01656811	Phase 2	Asthma	Sunovion	10-Feb-15	Asthma	"Subject had clinically significant abnormal laboratory values (hematology, blood chemistry, or urinalysis)."	70
NCT01939587	Phase 2	Asthma	Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau	10-Feb-15	Respiratory Hypersensitivity	Subjects who have a clinically significant laboratory abnormality at screening (Visit 2).	70
NCT02635945	Phase 2	Asthma	Palobiofarma SL	10-Feb-15	Asthma	Subjects who have a clinically significant laboratory abnormality at screening blood analysis on visit V2+24h	70
NCT00830102	Phase 2	Asthma	SkyePharma AG	10-Feb-15	Asthma	No history or evidence of any clinically significant disease or abnormality 	71
NCT00526357	Phase 2	Asthma	Firestone Institute for Respiratory Health	10-Feb-15	Asthma;Inflammation	Subjects who use medications to lower LDL cholesterol levels	72
NCT02660489	Phase 2	Asthma;Rhinovirus;Picornaviridae Infections;Common Cold	Imperial College London	10-Feb-15	Common Cold;Picornaviridae Infections;Asthma	"Current or concomitant use of oral steroids, anti--leukotrienes or monoclonal antibodies"	73
NCT01470755	Phase 2	Asthma	Assistance Publique - Hôpitaux de Paris	10-Feb-15		taking regular treatment including leukotrienes receptor antagonist during the week before the test.	73
NCT01689571	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15	Asthma	"Use of leukotrienes modifiers, roflumilast or cromoglycate"	73
NCT02087644	Phase 2	Asthma	Cytos Biotechnology AG	10-Feb-15	Asthma	Presence of suspicious lymphadenopathy or splenomegaly on physical examination	74
NCT01007721	Phase 2	"Rhinitis, Allergic, Seasonal;Asthma"	Boehringer Ingelheim	10-Feb-15	"Rhinitis;Rhinitis, Allergic;Rhinitis, Allergic, Seasonal"	Any immunomodulatory therapy since specific positive skin prick test.	75
NCT01987492	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15	Asthma	Current use of an immunomodulatory/ immunosuppressive therapy or past use within 3 months or 5 drug half-lives (whichever is longer) prior to Visit 1	75
NCT01948401	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15	Asthma	Current use of an immunomodulatory/immunosuppressive therapy or past use within three months or five drug half-lives (whichever is longer) before the time of informed consent	75
NCT02794519	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Immunomodulatory/suppressive agents including but not limited to cyclophosphamide, a cytotoxic agent, cyclosporine A, azathioprine, tacrolimus, mycophenolate mofetil, oral or parenteral gold, or D-penicillamine within 3 months of screening."	75
NCT02099656	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15	Asthma;Inflammation	Use of a systemic immunomodulatory or immunosuppressive therapy within 3 months or 5 drug half-lives prior to Visit 1 (whichever is longer) or during screening	75
NCT02947945	Phase 2	Asthma	National Jewish Health	10-Feb-15	Granulomatosis with Polyangiitis;Systemic Vasculitis;Churg-Strauss Syndrome	Taking cyclophosphamide	76
NCT03010436	Phase 2	Asthma	National Jewish Health	10-Feb-15	Systemic Vasculitis	Taking cyclophosphamide 	76
NCT01252758	Phase 2	Asthma	Acerus Pharmaceuticals Corporation	10-Feb-15	Asthma	"cirrhosis, alcoholism, biliary obstruction or other hepatic disease"	77
NCT01160224	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Clinically significant hepatic impairment or current or chronic history of liver disease or known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones)	77
NCT01128569	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Current or chronic history of liver disease, or known hepatic or biliary abnormalities"	77
NCT01128595	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Current or chronic history of liver disease, or known hepatic or biliary abnormalities"	77
NCT01245426	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Current or chronic history of liver disease, or known hepatic or biliary abnormalities"	77
NCT02833974	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Current or chronic history of liver disease, or known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones)"	77
NCT01471665	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Current or chronic history of liver disease, or known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones)."	77
NCT03707678	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Current or chronic history of liver disease, or known hepatic or biliary abnormalities (with the exception of Gilbert's syndrome or asymptomatic gallstones)."	77
NCT01617746	Phase 2	Asthma	University of Glasgow	10-Feb-15	Asthma	Current or known history of liver disease (with the exception of Gilberts disease and gallstones)	77
NCT02698501	Phase 2	Asthma	Celeste Porsbjerg	10-Feb-15	Asthma	Evidence of active liver disease	77
NCT02054130	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	Evidence of active liver disease.	77
NCT01545440	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma	Evidence of acute or chronic hepatitis or known liver cirrhosis	77
NCT01545453	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma	Evidence of acute or chronic hepatitis or known liver cirrhosis	77
NCT01948401	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15	Asthma	Evidence of acute or chronic hepatitis or known liver cirrhosis	77
NCT01987492	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15	Asthma	Evidence of acute or chronic hepatitis or known liver cirrhosis	77
NCT03292588	Phase 2	Asthma	National Institute of Allergy and Infectious Diseases (NIAID)	10-Feb-15	Asthma	"Has known, pre-existing, unstable liver disease;"	77
NCT01948401	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15	Asthma	Inadequate liver function	77
NCT03532490	Phase 2	Asthma;Obesity	Johns Hopkins University	10-Feb-15	Asthma	Liver cirrhosis	77
NCT01147744	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Liver disease: Current or chronic history	77
NCT01000506	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Unstable liver disease	77
NCT03885245	Phase 2	Asthma;Obesity	"University of Colorado, Denver"	10-Feb-15	Asthma;Overweight	Chronic renal failure	78
NCT00946569	Phase 2	Asthma	"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."	10-Feb-15	Asthma	Moderate or severe renal insufficiency	78
NCT01196039	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma;Airway Obstruction	History of significant hepatic or renal impairment	79
NCT01443728	Phase 2	Sickle Cell Disease;Vitamin D Deficiency;Acute Chest Syndrome;Asthma;Respiratory Infections	"Gary M Brittenham, MD"	10-Feb-15	"Respiratory Tract Infections;Acute Chest Syndrome;Anemia, Sickle Cell;Vitamin D Deficiency"	Known liver or renal disease	79
NCT04170348	Phase 2	"Sickle Cell Disease;Anemia, Sickle Cell;Anemia, Hemolytic, Congenital;Respiratory Tract Diseases;Respiration Disorders;Acute Chest Syndrome;Lung Diseases;Asthma;Respiratory Tract Infections;Nutrition Disorders;Deficiency Diseases Vitamin;Vitamin D Deficiency"	"Gary M Brittenham, MD"	10-Feb-15	"Respiratory Tract Infections;Lung Diseases;Respiratory Tract Diseases;Acute Chest Syndrome;Respiration Disorders;Anemia;Anemia, Sickle Cell;Anemia, Hemolytic;Anemia, Hemolytic, Congenital;Vitamin D Deficiency;Nutrition Disorders;Deficiency Diseases;Vitamin A Deficiency;Disease"	Known liver or renal disease	79
NCT02712047	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Recent or poorly controlled peptic ulcer-Haematologic, hepatic, or renal disease"	79
NCT01833390	Phase 2	Asthma;COPD;Healthy	Xemed LLC	10-Feb-15	Asthma	"History of congenital cardiac disease, chronic renal failure, or cirrhosis."	80
NCT01848769	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15	Asthma	"Past or present diagnoses of cardiovascular, renal or liver disease"	80
NCT02787967	Phase 2	Asthma	Chiesi Farmaceutici S.p.A.	10-Feb-15		"Past or present diagnosis of cardiovascular, renal or liver disease."	80
NCT01132781	Phase 2	Rhinosinusitis;Asthma;Allergic Rhinitis	University of East Anglia	10-Feb-15	"Rhinitis;Rhinitis, Allergic"	Patients with previous cardiac problems or significant renal or hepatic impairment	80
NCT00048022	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15	Asthma	Undergoing allergy shots unless on a stable maintenance dose for 3 months before the start of the study	81
NCT00048009	Phase 2	Asthma	Hoffmann-La Roche	10-Feb-15		Undergoing allergy shots unless on a stable maintenance dose for three months before the start of the study	81
NCT00394654	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	0°C (100.5°F) at screening and through the time of the study drug administration on Study Day 0;	82
NCT00483041	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	0°C (100.5°F) at screening and through the time of the study drug administration on Study Day 0;	82
NCT00507130	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	0°C (100.5°F) at screening and up through time of the first dose of study drug;	82
NCT00590720	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	0°C (100.5°F) from screening through Study Day 0;	82
NCT00968669	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	A live attenuated vaccination received within 28 days before screening	83
NCT00873860	Phase 2	Asthma	MedImmune LLC	10-Feb-15	Asthma	A live or attenuated vaccination received within 4 weeks prior to Screening	83
NCT00436670	Phase 2	Asthma	Amgen	10-Feb-15	Asthma	Live/attenuated vaccinations within 4 weeks of screening or during the study	83
NCT02794519	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	Live virus or bacterial vaccine from 30 days before screening.	83
NCT02698501	Phase 2	Asthma	Celeste Porsbjerg	10-Feb-15	Asthma	Receipt of any live or attenuated vaccines. 	83
NCT00587288	Phase 2	Asthma	Ception Therapeutics	10-Feb-15	Asthma	received attenuated live attenuated vaccines within three months prior to study entry	83
NCT01196039	Phase 2	Asthma	"Genentech, Inc."	10-Feb-15	Asthma;Airway Obstruction	Received live or attenuated vaccine within 30 days prior to Visit 5	83
NCT01453023	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Consumption of red wine, seville oranges, grapefruit or grapefruit juice, and/or pummelos, exotic citrus fruits, grapefruit hybrids or fruit juices from 7 days prior to the first dose of study medication."	84
NCT00857857	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Consumption of red wine, seville oranges, grapefruit or grapefruit juice and/or pummelos, exotic citrus fruits, grapefruit hybrids or fruit juices from 7 days prior to the first dose of study medication. "	84
NCT00945932	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Consumption of red wine, seville oranges, grapefruit or grapefruit juice and/or pummelos, exotic citrus fruits, grapefruit hybrids or fruit juices from 7 days prior to the first dose of study medication. "	84
NCT01245426	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Consumption of red wine, seville oranges, grapefruit or grapefruit juice and/or pummelos, exotic citrus fruits, grapefruit hybrids or fruit juices from 7 days prior to the first dose of study medication. "	84
NCT01400906	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"consumption of red wine, seville oranges, grapefruit or grapefruit juice from 7 days prior to the first dose of study medication"	84
NCT01160224	Phase 2	Asthma	GlaxoSmithKline	10-Feb-15	Asthma	"Consumption of seville oranges, grapefruit or grapefruit juice and/or pummelos, exotic citrus fruits, grapefruit hybrids or fruit juices from 7 days prior to the first dose of study medication."	84
